service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date                                                                                                                                                                                                                                                                       
2022-11-062022-11-11021911,1,1,1,1,1,1,1,20221106,20221111                                                                                                                                                                                                                                                                                                    
2022-11-122022-11-12021911,1,1,1,1,1,1,1,20221112,20221112                                                                                                                                                                                                                                                                                                    
2022-11-132022-11-18021911,1,1,1,1,1,1,1,20221113,20221118                                                                                                                                                                                                                                                                                                    
2022-11-192022-11-19021911,1,1,1,1,1,1,1,20221119,20221119                                                                                                                                                                                                                                                                                                    
2022-11-202022-11-25021911,1,1,1,1,1,1,1,20221120,20221125                                                                                                                                                                                                                                                                                                    
2022-11-262022-11-26021911,1,1,1,1,1,1,1,20221126,20221126                                                                                                                                                                                                                                                                                                    
2022-11-272022-11-30021911,1,1,1,1,1,1,1,20221127,20221130                                                                                                                                                                                                                                                                                                    
2022-09-032022-09-03021921,1,1,1,1,1,1,1,20220903,20220903                                                                                                                                                                                                                                                                                                    
2022-09-042022-09-05021921,1,1,1,1,1,1,1,20220904,20220905                                                                                                                                                                                                                                                                                                    
2022-09-062022-09-09021921,1,1,1,1,1,1,1,20220906,20220909                                                                                                                                                                                                                                                                                                    
2022-09-102022-09-10021921,1,1,1,1,1,1,1,20220910,20220910                                                                                                                                                                                                                                                                                                    
2022-09-112022-09-11021921,1,1,1,1,1,1,1,20220911,20220911                                                                                                                                                                                                                                                                                                    
2022-09-122022-09-16021921,1,1,1,1,1,1,1,20220912,20220916                                                                                                                                                                                                                                                                                                    
2022-09-172022-09-17021921,1,1,1,1,1,1,1,20220917,20220917                                                                                                                                                                                                                                                                                                    
2022-09-182022-09-18021921,1,1,1,1,1,1,1,20220918,20220918                                                                                                                                                                                                                                                                                                    
2022-09-192022-09-23021921,1,1,1,1,1,1,1,20220919,20220923                                                                                                                                                                                                                                                                                                    
2022-09-242022-09-24021921,1,1,1,1,1,1,1,20220924,20220924                                                                                                                                                                                                                                                                                                    
2022-09-252022-09-30021921,1,1,1,1,1,1,1,20220925,20220930                                                                                                                                                                                                                                                                                                    
2022-10-012022-10-01021921,1,1,1,1,1,1,1,20221001,20221001                                                                                                                                                                                                                                                                                                    
2022-10-022022-10-07021921,1,1,1,1,1,1,1,20221002,20221007                                                                                                                                                                                                                                                                                                    
2022-10-082022-10-08021921,1,1,1,1,1,1,1,20221008,20221008                                                                                                                                                                                                                                                                                                    
2022-10-092022-10-14021921,1,1,1,1,1,1,1,20221009,20221014                                                                                                                                                                                                                                                                                                    
2022-10-152022-10-15021921,1,1,1,1,1,1,1,20221015,20221015                                                                                                                                                                                                                                                                                                    
2022-10-162022-10-21021921,1,1,1,1,1,1,1,20221016,20221021                                                                                                                                                                                                                                                                                                    
2022-10-222022-10-22021921,1,1,1,1,1,1,1,20221022,20221022                                                                                                                                                                                                                                                                                                    
2022-10-232022-10-28021921,1,1,1,1,1,1,1,20221023,20221028                                                                                                                                                                                                                                                                                                    
2022-10-292022-10-29021921,1,1,1,1,1,1,1,20221029,20221029                                                                                                                                                                                                                                                                                                    
2022-10-302022-11-04021921,1,1,1,1,1,1,1,20221030,20221104                                                                                                                                                                                                                                                                                                    
2022-11-052022-11-05021921,1,1,1,1,1,1,1,20221105,20221105                                                                                                                                                                                                                                                                                                    
2022-11-062022-11-11021921,1,1,1,1,1,1,1,20221106,20221111                                                                                                                                                                                                                                                                                                    
2022-11-122022-11-12021921,1,1,1,1,1,1,1,20221112,20221112                                                                                                                                                                                                                                                                                                    
2022-11-132022-11-18021921,1,1,1,1,1,1,1,20221113,20221118                                                                                                                                                                                                                                                                                                    
2022-11-192022-11-19021921,1,1,1,1,1,1,1,20221119,20221119                                                                                                                                                                                                                                                                                                    
2022-11-202022-11-25021921,1,1,1,1,1,1,1,20221120,20221125                                                                                                                                                                                                                                                                                                    
2022-11-262022-11-26021921,1,1,1,1,1,1,1,20221126,20221126                                                                                                                                                                                                                                                                                                    
2022-11-272022-12-02021921,1,1,1,1,1,1,1,20221127,20221202                                                                                                                                                                                                                                                                                                    
2022-12-032022-12-03021921,1,1,1,1,1,1,1,20221203,20221203                                                                                                                                                                                                                                                                                                    
2022-12-042022-12-09021921,1,1,1,1,1,1,1,20221204,20221209                                                                                                                                                                                                                                                                                                    
2022-12-102022-12-10021921,1,1,1,1,1,1,1,20221210,20221210                                                                                                                                                                                                                                                                                                    
2022-09-032022-09-03021931,1,1,1,1,1,1,1,20220903,20220903                                                                                                                                                                                                                                                                                                    
2022-09-042022-09-05021931,1,1,1,1,1,1,1,20220904,20220905                                                                                                                                                                                                                                                                                                    
2022-09-062022-09-09021931,1,1,1,1,1,1,1,20220906,20220909                                                                                                                                                                                                                                                                                                    
2022-09-102022-09-10021931,1,1,1,1,1,1,1,20220910,20220910                                                                                                                                                                                                                                                                                                    
2022-09-112022-09-11021931,1,1,1,1,1,1,1,20220911,20220911                                                                                                                                                                                                                                                                                                    
2022-09-122022-09-16021931,1,1,1,1,1,1,1,20220912,20220916                                                                                                                                                                                                                                                                                                    
2022-09-172022-09-17021931,1,1,1,1,1,1,1,20220917,20220917                                                                                                                                                                                                                                                                                                    
2022-09-182022-09-18021931,1,1,1,1,1,1,1,20220918,20220918                                                                                                                                                                                                                                                                                                    
2022-09-192022-09-23021931,1,1,1,1,1,1,1,20220919,20220923                                                                                                                                                                                                                                                                                                    
2022-09-242022-09-24021931,1,1,1,1,1,1,1,20220924,20220924                                                                                                                                                                                                                                                                                                    
2022-09-252022-09-30021931,1,1,1,1,1,1,1,20220925,20220930                                                                                                                                                                                                                                                                                                    
2022-10-012022-10-01021931,1,1,1,1,1,1,1,20221001,20221001                                                                                                                                                                                                                                                                                                    
2022-10-022022-10-07021931,1,1,1,1,1,1,1,20221002,20221007                                                                                                                                                                                                                                                                                                    
2022-10-082022-10-08021931,1,1,1,1,1,1,1,20221008,20221008                                                                                                                                                                                                                                                                                                    
2022-10-092022-10-14021931,1,1,1,1,1,1,1,20221009,20221014                                                                                                                                                                                                                                                                                                    
2022-10-152022-10-15021931,1,1,1,1,1,1,1,20221015,20221015                                                                                                                                                                                                                                                                                                    
2022-10-162022-10-21021931,1,1,1,1,1,1,1,20221016,20221021                                                                                                                                                                                                                                                                                                    
2022-10-222022-10-22021931,1,1,1,1,1,1,1,20221022,20221022                                                                                                                                                                                                                                                                                                    
2022-10-232022-10-28021931,1,1,1,1,1,1,1,20221023,20221028                                                                                                                                                                                                                                                                                                    
2022-10-292022-10-29021931,1,1,1,1,1,1,1,20221029,20221029                                                                                                                                                                                                                                                                                                    
2022-10-302022-11-04021931,1,1,1,1,1,1,1,20221030,20221104                                                                                                                                                                                                                                                                                                    
2022-11-052022-11-05021931,1,1,1,1,1,1,1,20221105,20221105                                                                                                                                                                                                                                                                                                    
2022-11-062022-11-11021931,1,1,1,1,1,1,1,20221106,20221111                                                                                                                                                                                                                                                                                                    
2022-11-122022-11-12021931,1,1,1,1,1,1,1,20221112,20221112                                                                                                                                                                                                                                                                                                    
2022-11-132022-11-18021931,1,1,1,1,1,1,1,20221113,20221118                                                                                                                                                                                                                                                                                                    
2022-11-192022-11-19021931,1,1,1,1,1,1,1,20221119,20221119                                                                                                                                                                                                                                                                                                    
2022-11-202022-11-25021931,1,1,1,1,1,1,1,20221120,20221125                                                                                                                                                                                                                                                                                                    
2022-11-262022-11-26021931,1,1,1,1,1,1,1,20221126,20221126                                                                                                                                                                                                                                                                                                    
2022-11-272022-11-30021931,1,1,1,1,1,1,1,20221127,20221130                                                                                                                                                                                                                                                                                                    
2022-09-032022-09-03021932,1,1,1,1,1,1,1,20220903,20220903                                                                                                                                                                                                                                                                                                    
2022-09-042022-09-05021932,1,1,1,1,1,1,1,20220904,20220905                                                                                                                                                                                                                                                                                                    
2022-09-032022-09-03021961,1,1,1,1,1,1,1,20220903,20220903                                                                                                                                                                                                                                                                                                    
2022-09-042022-09-05021961,1,1,1,1,1,1,1,20220904,20220905                                                                                                                                                                                                                                                                                                    
2022-09-062022-09-09021961,1,1,1,1,1,1,1,20220906,20220909                                                                                                                                                                                                                                                                                                    
2022-09-102022-09-10021961,1,1,1,1,1,1,1,20220910,20220910                                                                                                                                                                                                                                                                                                    
2022-09-112022-09-11021961,1,1,1,1,1,1,1,20220911,20220911                                                                                                                                                                                                                                                                                                    
2022-09-122022-09-16021961,1,1,1,1,1,1,1,20220912,20220916                                                                                                                                                                                                                                                                                                    
2022-09-172022-09-17021961,1,1,1,1,1,1,1,20220917,20220917                                                                                                                                                                                                                                                                                                    
2022-09-182022-09-18021961,1,1,1,1,1,1,1,20220918,20220918                                                                                                                                                                                                                                                                                                    
2022-09-192022-09-23021961,1,1,1,1,1,1,1,20220919,20220923                                                                                                                                                                                                                                                                                                    
2022-09-242022-09-24021961,1,1,1,1,1,1,1,20220924,20220924                                                                                                                                                                                                                                                                                                    
2022-09-252022-09-30021961,1,1,1,1,1,1,1,20220925,20220930                                                                                                                                                                                                                                                                                                    
2022-10-012022-10-01021961,1,1,1,1,1,1,1,20221001,20221001                                                                                                                                                                                                                                                                                                    
2022-10-022022-10-07021961,1,1,1,1,1,1,1,20221002,20221007                                                                                                                                                                                                                                                                                                    
2022-10-082022-10-08021961,1,1,1,1,1,1,1,20221008,20221008                                                                                                                                                                                                                                                                                                    
2022-10-092022-10-14021961,1,1,1,1,1,1,1,20221009,20221014                                                                                                                                                                                                                                                                                                    
2022-10-152022-10-15021961,1,1,1,1,1,1,1,20221015,20221015                                                                                                                                                                                                                                                                                                    
2022-10-162022-10-16021961,1,1,1,1,1,1,1,20221016,20221016                                                                                                                                                                                                                                                                                                    
2022-09-032022-09-03021971,1,1,1,1,1,1,1,20220903,20220903                                                                                                                                                                                                                                                                                                    
2022-09-042022-09-05021971,1,1,1,1,1,1,1,20220904,20220905                                                                                                                                                                                                                                                                                                    
2022-09-062022-09-09021971,1,1,1,1,1,1,1,20220906,20220909                                                                                                                                                                                                                                                                                                    
2022-09-102022-09-10021971,1,1,1,1,1,1,1,20220910,20220910                                                                                                                                                                                                                                                                                                    
2022-09-112022-09-11021971,1,1,1,1,1,1,1,20220911,20220911                                                                                                                                                                                                                                                                                                    
2022-09-122022-09-16021971,1,1,1,1,1,1,1,20220912,20220916                                                                                                                                                                                                                                                                                                    
2022-09-172022-09-17021971,1,1,1,1,1,1,1,20220917,20220917                                                                                                                                                                                                                                                                                                    
2022-09-182022-09-18021971,1,1,1,1,1,1,1,20220918,20220918                                                                                                                                                                                                                                                                                                    
2022-09-192022-09-23021971,1,1,1,1,1,1,1,20220919,20220923                                                                                                                                                                                                                                                                                                    
2022-09-242022-09-24021971,1,1,1,1,1,1,1,20220924,20220924                                                                                                                                                                                                                                                                                                    
2022-09-252022-09-30021971,1,1,1,1,1,1,1,20220925,20220930                                                                                                                                                                                                                                                                                                    
2022-10-012022-10-01021971,1,1,1,1,1,1,1,20221001,20221001                                                                                                                                                                                                                                                                                                    
2022-10-022022-10-07021971,1,1,1,1,1,1,1,20221002,20221007                                                                                                                                                                                                                                                                                                    
2022-10-082022-10-08021971,1,1,1,1,1,1,1,20221008,20221008                                                                                                                                                                                                                                                                                                    
2022-10-092022-10-14021971,1,1,1,1,1,1,1,20221009,20221014                                                                                                                                                                                                                                                                                                    
2022-10-152022-10-15021971,1,1,1,1,1,1,1,20221015,20221015                                                                                                                                                                                                                                                                                                    
2022-10-162022-10-16021971,1,1,1,1,1,1,1,20221016,20221016                                                                                                                                                                                                                                                                                                    
2022-09-042022-09-05022021,1,1,1,1,1,1,1,20220904,20220905                                                                                                                                                                                                                                                                                                    
2022-09-112022-09-11022021,1,1,1,1,1,1,1,20220911,20220911                                                                                                                                                                                                                                                                                                    
2022-09-182022-09-18022021,1,1,1,1,1,1,1,20220918,20220918                                                                                                                                                                                                                                                                                                    
2022-09-252022-09-30022021,1,1,1,1,1,1,1,20220925,20220930                                                                                                                                                                                                                                                                                                    
2022-10-022022-10-07022021,1,1,1,1,1,1,1,20221002,20221007                                                                                                                                                                                                                                                                                                    
2022-10-092022-10-14022021,1,1,1,1,1,1,1,20221009,20221014                                                                                                                                                                                                                                                                                                    
2022-10-162022-10-21022021,1,1,1,1,1,1,1,20221016,20221021                                                                                                                                                                                                                                                                                                    
2022-10-232022-10-28022021,1,1,1,1,1,1,1,20221023,20221028                                                                                                                                                                                                                                                                                                    
2022-10-302022-11-04022021,1,1,1,1,1,1,1,20221030,20221104                                                                                                                                                                                                                                                                                                    
2022-11-062022-11-11022021,1,1,1,1,1,1,1,20221106,20221111                                                                                                                                                                                                                                                                                                    
2022-11-132022-11-18022021,1,1,1,1,1,1,1,20221113,20221118                                                                                                                                                                                                                                                                                                    
2022-11-202022-11-25022021,1,1,1,1,1,1,1,20221120,20221125                                                                                                                                                                                                                                                                                                    
2022-11-272022-11-30022021,1,1,1,1,1,1,1,20221127,20221130                                                                                                                                                                                                                                                                                                    
2022-09-042022-09-05022031,1,1,1,1,1,1,1,20220904,20220905                                                                                                                                                                                                                                                                                                    
2022-09-112022-09-11022031,1,1,1,1,1,1,1,20220911,20220911                                                                                                                                                                                                                                                                                                    
2022-09-182022-09-18022031,1,1,1,1,1,1,1,20220918,20220918                                                                                                                                                                                                                                                                                                    
2022-09-252022-09-30022031,1,1,1,1,1,1,1,20220925,20220930                                                                                                                                                                                                                                                                                                    
2022-10-022022-10-07022031,1,1,1,1,1,1,1,20221002,20221007                                                                                                                                                                                                                                                                                                    
2022-10-092022-10-14022031,1,1,1,1,1,1,1,20221009,20221014                                                                                                                                                                                                                                                                                                    
2022-10-162022-10-21022031,1,1,1,1,1,1,1,20221016,20221021                                                                                                                                                                                                                                                                                                    
2022-10-232022-10-28022031,1,1,1,1,1,1,1,20221023,20221028                                                                                                                                                                                                                                                                                                    
2022-10-302022-11-04022031,1,1,1,1,1,1,1,20221030,20221104                                                                                                                                                                                                                                                                                                    
2022-11-062022-11-11022031,1,1,1,1,1,1,1,20221106,20221111                                                                                                                                                                                                                                                                                                    
2022-11-132022-11-18022031,1,1,1,1,1,1,1,20221113,20221118                                                                                                                                                                                                                                                                                                    
2022-11-202022-11-25022031,1,1,1,1,1,1,1,20221120,20221125                                                                                                                                                                                                                                                                                                    
