service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date                                                                                                                                                                                                                                                                       
2022-09-172022-09-17030931,1,1,1,1,1,1,1,20220917,20220917                                                                                                                                                                                                                                                                                                    
2022-09-182022-09-23030931,1,1,1,1,1,1,1,20220918,20220923                                                                                                                                                                                                                                                                                                    
2022-09-242022-09-24030931,1,1,1,1,1,1,1,20220924,20220924                                                                                                                                                                                                                                                                                                    
2022-09-252022-09-30030931,1,1,1,1,1,1,1,20220925,20220930                                                                                                                                                                                                                                                                                                    
2022-10-012022-10-01030931,1,1,1,1,1,1,1,20221001,20221001                                                                                                                                                                                                                                                                                                    
2022-10-022022-10-07030931,1,1,1,1,1,1,1,20221002,20221007                                                                                                                                                                                                                                                                                                    
2022-10-082022-10-08030931,1,1,1,1,1,1,1,20221008,20221008                                                                                                                                                                                                                                                                                                    
2022-10-092022-10-14030931,1,1,1,1,1,1,1,20221009,20221014                                                                                                                                                                                                                                                                                                    
2022-10-152022-10-15030931,1,1,1,1,1,1,1,20221015,20221015                                                                                                                                                                                                                                                                                                    
2022-10-162022-10-21030931,1,1,1,1,1,1,1,20221016,20221021                                                                                                                                                                                                                                                                                                    
2022-10-222022-10-22030931,1,1,1,1,1,1,1,20221022,20221022                                                                                                                                                                                                                                                                                                    
2022-10-232022-10-28030931,1,1,1,1,1,1,1,20221023,20221028                                                                                                                                                                                                                                                                                                    
2022-10-292022-10-29030931,1,1,1,1,1,1,1,20221029,20221029                                                                                                                                                                                                                                                                                                    
2022-10-302022-11-04030931,1,1,1,1,1,1,1,20221030,20221104                                                                                                                                                                                                                                                                                                    
2022-11-052022-11-05030931,1,1,1,1,1,1,1,20221105,20221105                                                                                                                                                                                                                                                                                                    
2022-11-062022-11-11030931,1,1,1,1,1,1,1,20221106,20221111                                                                                                                                                                                                                                                                                                    
2022-11-122022-11-12030931,1,1,1,1,1,1,1,20221112,20221112                                                                                                                                                                                                                                                                                                    
2022-11-132022-11-18030931,1,1,1,1,1,1,1,20221113,20221118                                                                                                                                                                                                                                                                                                    
2022-11-192022-11-19030931,1,1,1,1,1,1,1,20221119,20221119                                                                                                                                                                                                                                                                                                    
2022-11-202022-11-25030931,1,1,1,1,1,1,1,20221120,20221125                                                                                                                                                                                                                                                                                                    
2022-11-262022-11-26030931,1,1,1,1,1,1,1,20221126,20221126                                                                                                                                                                                                                                                                                                    
2022-11-272022-12-02030931,1,1,1,1,1,1,1,20221127,20221202                                                                                                                                                                                                                                                                                                    
2022-12-032022-12-03030931,1,1,1,1,1,1,1,20221203,20221203                                                                                                                                                                                                                                                                                                    
2022-12-042022-12-09030931,1,1,1,1,1,1,1,20221204,20221209                                                                                                                                                                                                                                                                                                    
2022-12-102022-12-10030931,1,1,1,1,1,1,1,20221210,20221210                                                                                                                                                                                                                                                                                                    
2022-12-112022-12-16030931,1,1,1,1,1,1,1,20221211,20221216                                                                                                                                                                                                                                                                                                    
2022-12-172022-12-17030931,1,1,1,1,1,1,1,20221217,20221217                                                                                                                                                                                                                                                                                                    
2022-12-182022-12-23030931,1,1,1,1,1,1,1,20221218,20221223                                                                                                                                                                                                                                                                                                    
2022-12-242022-12-24030931,1,1,1,1,1,1,1,20221224,20221224                                                                                                                                                                                                                                                                                                    
2022-12-252022-12-30030931,1,1,1,1,1,1,1,20221225,20221230                                                                                                                                                                                                                                                                                                    
2022-12-312022-12-31030931,1,1,1,1,1,1,1,20221231,20221231                                                                                                                                                                                                                                                                                                    
2023-01-012023-12-09030931,1,1,1,1,1,1,1,20230101,20231209                                                                                                                                                                                                                                                                                                    
2022-07-302022-07-30030932,1,1,1,1,1,1,1,20220730,20220730                                                                                                                                                                                                                                                                                                    
2022-07-312022-07-31030932,1,1,1,1,1,1,1,20220731,20220731                                                                                                                                                                                                                                                                                                    
2022-08-012022-08-01030932,1,1,1,1,1,1,1,20220801,20220801                                                                                                                                                                                                                                                                                                    
2022-08-022022-08-05030932,1,1,1,1,1,1,1,20220802,20220805                                                                                                                                                                                                                                                                                                    
2022-08-062022-08-06030932,1,1,1,1,1,1,1,20220806,20220806                                                                                                                                                                                                                                                                                                    
2022-08-072022-08-07030932,1,1,1,1,1,1,1,20220807,20220807                                                                                                                                                                                                                                                                                                    
2022-08-082022-08-08030932,1,1,1,1,1,1,1,20220808,20220808                                                                                                                                                                                                                                                                                                    
2022-08-092022-08-12030932,1,1,1,1,1,1,1,20220809,20220812                                                                                                                                                                                                                                                                                                    
2022-08-132022-08-13030932,1,1,1,1,1,1,1,20220813,20220813                                                                                                                                                                                                                                                                                                    
2022-08-142022-08-15030932,1,1,1,1,1,1,1,20220814,20220815                                                                                                                                                                                                                                                                                                    
2022-08-162022-08-16030932,1,1,1,1,1,1,1,20220816,20220816                                                                                                                                                                                                                                                                                                    
2022-08-172022-08-19030932,1,1,1,1,1,1,1,20220817,20220819                                                                                                                                                                                                                                                                                                    
2022-08-202022-08-20030932,1,1,1,1,1,1,1,20220820,20220820                                                                                                                                                                                                                                                                                                    
2022-08-212022-08-21030932,1,1,1,1,1,1,1,20220821,20220821                                                                                                                                                                                                                                                                                                    
2022-08-222022-08-22030932,1,1,1,1,1,1,1,20220822,20220822                                                                                                                                                                                                                                                                                                    
2022-08-232022-08-24030932,1,1,1,1,1,1,1,20220823,20220824                                                                                                                                                                                                                                                                                                    
2022-08-252022-08-25030932,1,1,1,1,1,1,1,20220825,20220825                                                                                                                                                                                                                                                                                                    
2022-08-262022-08-26030932,1,1,1,1,1,1,1,20220826,20220826                                                                                                                                                                                                                                                                                                    
2022-08-272022-08-27030932,1,1,1,1,1,1,1,20220827,20220827                                                                                                                                                                                                                                                                                                    
2022-08-282022-08-28030932,1,1,1,1,1,1,1,20220828,20220828                                                                                                                                                                                                                                                                                                    
2022-08-292022-08-29030932,1,1,1,1,1,1,1,20220829,20220829                                                                                                                                                                                                                                                                                                    
2022-08-302022-08-31030932,1,1,1,1,1,1,1,20220830,20220831                                                                                                                                                                                                                                                                                                    
2022-09-012022-09-01030932,1,1,1,1,1,1,1,20220901,20220901                                                                                                                                                                                                                                                                                                    
2022-09-022022-09-02030932,1,1,1,1,1,1,1,20220902,20220902                                                                                                                                                                                                                                                                                                    
2022-09-032022-09-03030932,1,1,1,1,1,1,1,20220903,20220903                                                                                                                                                                                                                                                                                                    
2022-09-042022-09-09030932,1,1,1,1,1,1,1,20220904,20220909                                                                                                                                                                                                                                                                                                    
2022-09-102022-09-10030932,1,1,1,1,1,1,1,20220910,20220910                                                                                                                                                                                                                                                                                                    
2022-09-112022-09-16030932,1,1,1,1,1,1,1,20220911,20220916                                                                                                                                                                                                                                                                                                    
2022-09-172022-09-17030932,1,1,1,1,1,1,1,20220917,20220917                                                                                                                                                                                                                                                                                                    
2022-09-182022-09-23030932,1,1,1,1,1,1,1,20220918,20220923                                                                                                                                                                                                                                                                                                    
2022-09-242022-09-24030932,1,1,1,1,1,1,1,20220924,20220924                                                                                                                                                                                                                                                                                                    
2022-09-252022-09-30030932,1,1,1,1,1,1,1,20220925,20220930                                                                                                                                                                                                                                                                                                    
2022-10-012022-10-01030932,1,1,1,1,1,1,1,20221001,20221001                                                                                                                                                                                                                                                                                                    
2022-10-022022-10-07030932,1,1,1,1,1,1,1,20221002,20221007                                                                                                                                                                                                                                                                                                    
2022-10-082022-10-08030932,1,1,1,1,1,1,1,20221008,20221008                                                                                                                                                                                                                                                                                                    
2022-10-092022-10-14030932,1,1,1,1,1,1,1,20221009,20221014                                                                                                                                                                                                                                                                                                    
2022-10-152022-10-15030932,1,1,1,1,1,1,1,20221015,20221015                                                                                                                                                                                                                                                                                                    
2022-10-162022-10-21030932,1,1,1,1,1,1,1,20221016,20221021                                                                                                                                                                                                                                                                                                    
2022-10-222022-10-22030932,1,1,1,1,1,1,1,20221022,20221022                                                                                                                                                                                                                                                                                                    
2022-10-232022-10-28030932,1,1,1,1,1,1,1,20221023,20221028                                                                                                                                                                                                                                                                                                    
2022-10-292022-10-29030932,1,1,1,1,1,1,1,20221029,20221029                                                                                                                                                                                                                                                                                                    
2022-10-302022-11-04030932,1,1,1,1,1,1,1,20221030,20221104                                                                                                                                                                                                                                                                                                    
2022-11-052022-11-05030932,1,1,1,1,1,1,1,20221105,20221105                                                                                                                                                                                                                                                                                                    
2022-11-062022-11-11030932,1,1,1,1,1,1,1,20221106,20221111                                                                                                                                                                                                                                                                                                    
2022-11-122022-11-12030932,1,1,1,1,1,1,1,20221112,20221112                                                                                                                                                                                                                                                                                                    
2022-11-132022-11-18030932,1,1,1,1,1,1,1,20221113,20221118                                                                                                                                                                                                                                                                                                    
2022-11-192022-11-19030932,1,1,1,1,1,1,1,20221119,20221119                                                                                                                                                                                                                                                                                                    
2022-11-202022-11-25030932,1,1,1,1,1,1,1,20221120,20221125                                                                                                                                                                                                                                                                                                    
2022-11-262022-11-26030932,1,1,1,1,1,1,1,20221126,20221126                                                                                                                                                                                                                                                                                                    
2022-11-272022-12-02030932,1,1,1,1,1,1,1,20221127,20221202                                                                                                                                                                                                                                                                                                    
2022-12-032022-12-03030932,1,1,1,1,1,1,1,20221203,20221203                                                                                                                                                                                                                                                                                                    
2022-12-042022-12-09030932,1,1,1,1,1,1,1,20221204,20221209                                                                                                                                                                                                                                                                                                    
2022-12-102022-12-10030932,1,1,1,1,1,1,1,20221210,20221210                                                                                                                                                                                                                                                                                                    
2022-12-112022-12-16030932,1,1,1,1,1,1,1,20221211,20221216                                                                                                                                                                                                                                                                                                    
2022-12-172022-12-17030932,1,1,1,1,1,1,1,20221217,20221217                                                                                                                                                                                                                                                                                                    
2022-12-182022-12-23030932,1,1,1,1,1,1,1,20221218,20221223                                                                                                                                                                                                                                                                                                    
2022-12-242022-12-24030932,1,1,1,1,1,1,1,20221224,20221224                                                                                                                                                                                                                                                                                                    
2022-12-252022-12-30030932,1,1,1,1,1,1,1,20221225,20221230                                                                                                                                                                                                                                                                                                    
2022-12-312022-12-31030932,1,1,1,1,1,1,1,20221231,20221231                                                                                                                                                                                                                                                                                                    
2023-01-012023-12-09030932,1,1,1,1,1,1,1,20230101,20231209                                                                                                                                                                                                                                                                                                    
2022-07-302022-07-30031121,1,1,1,1,1,1,1,20220730,20220730                                                                                                                                                                                                                                                                                                    
2022-07-312022-08-05031121,1,1,1,1,1,1,1,20220731,20220805                                                                                                                                                                                                                                                                                                    
2022-08-062022-08-06031121,1,1,1,1,1,1,1,20220806,20220806                                                                                                                                                                                                                                                                                                    
2022-08-072022-08-12031121,1,1,1,1,1,1,1,20220807,20220812                                                                                                                                                                                                                                                                                                    
2022-08-132022-08-13031121,1,1,1,1,1,1,1,20220813,20220813                                                                                                                                                                                                                                                                                                    
2022-08-142022-08-19031121,1,1,1,1,1,1,1,20220814,20220819                                                                                                                                                                                                                                                                                                    
2022-08-202022-08-20031121,1,1,1,1,1,1,1,20220820,20220820                                                                                                                                                                                                                                                                                                    
2022-08-212022-08-26031121,1,1,1,1,1,1,1,20220821,20220826                                                                                                                                                                                                                                                                                                    
2022-08-272022-08-27031121,1,1,1,1,1,1,1,20220827,20220827                                                                                                                                                                                                                                                                                                    
2022-08-282022-09-02031121,1,1,1,1,1,1,1,20220828,20220902                                                                                                                                                                                                                                                                                                    
2022-09-032022-09-03031121,1,1,1,1,1,1,1,20220903,20220903                                                                                                                                                                                                                                                                                                    
2022-09-042022-09-09031121,1,1,1,1,1,1,1,20220904,20220909                                                                                                                                                                                                                                                                                                    
2022-09-102022-09-10031121,1,1,1,1,1,1,1,20220910,20220910                                                                                                                                                                                                                                                                                                    
2022-09-112022-09-16031121,1,1,1,1,1,1,1,20220911,20220916                                                                                                                                                                                                                                                                                                    
2022-09-172022-09-17031121,1,1,1,1,1,1,1,20220917,20220917                                                                                                                                                                                                                                                                                                    
2022-09-182022-09-23031121,1,1,1,1,1,1,1,20220918,20220923                                                                                                                                                                                                                                                                                                    
2022-09-242022-09-24031121,1,1,1,1,1,1,1,20220924,20220924                                                                                                                                                                                                                                                                                                    
2022-09-252022-09-30031121,1,1,1,1,1,1,1,20220925,20220930                                                                                                                                                                                                                                                                                                    
2022-10-012022-10-01031121,1,1,1,1,1,1,1,20221001,20221001                                                                                                                                                                                                                                                                                                    
2022-10-022022-10-07031121,1,1,1,1,1,1,1,20221002,20221007                                                                                                                                                                                                                                                                                                    
2022-10-082022-10-08031121,1,1,1,1,1,1,1,20221008,20221008                                                                                                                                                                                                                                                                                                    
2022-10-092022-10-14031121,1,1,1,1,1,1,1,20221009,20221014                                                                                                                                                                                                                                                                                                    
2022-10-152022-10-15031121,1,1,1,1,1,1,1,20221015,20221015                                                                                                                                                                                                                                                                                                    
2022-10-162022-10-21031121,1,1,1,1,1,1,1,20221016,20221021                                                                                                                                                                                                                                                                                                    
2022-10-222022-10-22031121,1,1,1,1,1,1,1,20221022,20221022                                                                                                                                                                                                                                                                                                    
2022-10-232022-10-28031121,1,1,1,1,1,1,1,20221023,20221028                                                                                                                                                                                                                                                                                                    
2022-10-292022-10-29031121,1,1,1,1,1,1,1,20221029,20221029                                                                                                                                                                                                                                                                                                    
2022-10-302022-11-04031121,1,1,1,1,1,1,1,20221030,20221104                                                                                                                                                                                                                                                                                                    
2022-11-052022-11-05031121,1,1,1,1,1,1,1,20221105,20221105                                                                                                                                                                                                                                                                                                    
2022-11-062022-11-11031121,1,1,1,1,1,1,1,20221106,20221111                                                                                                                                                                                                                                                                                                    
2022-11-122022-11-12031121,1,1,1,1,1,1,1,20221112,20221112                                                                                                                                                                                                                                                                                                    
2022-11-132022-11-18031121,1,1,1,1,1,1,1,20221113,20221118                                                                                                                                                                                                                                                                                                    
2022-11-192022-11-19031121,1,1,1,1,1,1,1,20221119,20221119                                                                                                                                                                                                                                                                                                    
2022-11-202022-11-25031121,1,1,1,1,1,1,1,20221120,20221125                                                                                                                                                                                                                                                                                                    
2022-11-262022-11-26031121,1,1,1,1,1,1,1,20221126,20221126                                                                                                                                                                                                                                                                                                    
2022-11-272022-12-02031121,1,1,1,1,1,1,1,20221127,20221202                                                                                                                                                                                                                                                                                                    
2022-12-032022-12-03031121,1,1,1,1,1,1,1,20221203,20221203                                                                                                                                                                                                                                                                                                    
